Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
Naked Killer,18,12/3/92,Action,Released,Language,-,100
Lawrence of Arabia,PG,4/3/01,Adventure,English,"$15,000,000.00 ","$69,995,385.00 ",228
Grimsby,R,3/3/16,Action,English,"$35,000,000.00 ","$27,979,040.00 ",83
November,NC16,12/22/22,Thriller,Released,Language,-,105
Errementari: The Blacksmith and the Devil,16,3/2/18,Drama,Released,Language,-,98
Near Dark,R,10/2/87,Horror,English,"$5,000,000.00 ",-,94
Scandalous Sex,,1/1/04,Drama,English,-,-,91
Hunter x Hunter: The Last Mission,PG-13,2/20/14,Adventure,#NAME?,MISSION-,"$7,449,778.00 ",97
Cats & Dogs 3: Paws Unite,PG,9/15/20,Comedy,English,-,-,84
The House Bunny,PG-13,8/22/08,Romance,English,"$25,000,000.00 ","$70,442,940.00 ",97
Justice League: Gods and Monsters,PG-13,7/14/15,Action,English,-,-,76
The Mystery of Lop Nur,,2/23/22,Action,Released,Language,-,86
Gladiator,R,3/6/92,Action,English,-,"$900,000.00 ",101
Seal Team,PG,12/31/21,Animation,English,-,-,98
Booksmart,R,5/24/19,Comedy,English,"$6,000,000.00 ","$24,849,029.00 ",102
Jason X,R,4/26/02,Horror,English,"$11,000,000.00 ","$16,951,798.00 ",91
Johnny English Strikes Again,PG,10/26/18,Action,English,"$25,000,000.00 ","$158,972,499.00 ",89
Annapolis,PG-13,1/27/06,Drama,English,"$26,000,000.00 ","$17,496,992.00 ",108
A Nightmare on Elm Street 4: The Dream Master,R,8/19/88,Horror,English,"$13,000,000.00 ","$49,400,000.00 ",94
Shallow Hal,PG-13,11/1/01,Comedy,English,"$40,000,000.00 ","$141,069,860.00 ",114
The Farm,NC-17,4/19/19,Horror,English,-,-,80
2067,NR,10/2/20,Science Fiction,English,-,-,114
The Ant Bully,PG,8/9/06,Fantasy,English,"$50,000,000.00 ","$55,181,129.00 ",88
Rock on Fire,,8/18/94,Action,Released,Language,-,94
The Gods Must Be Crazy II,PG,4/13/90,Action,English,-,-,98
Faster,R,11/23/10,Crime,English,"$24,000,000.00 ","$23,081,726.00 ",98
Wonder Woman: Bloodlines,PG-13,10/4/19,Science Fiction,English,-,-,83
The Banishing,NR,10/22/20,Horror,English,-,-,97
Mirage,12,3/22/19,Thriller,tormenta,Released,"$17,325,485.00 ",129
Escape from the Planet of the Apes,G,5/20/71,Action,English,"$2,500,000.00 ","$12,348,905.00 ",98
The Scorpion King 3: Battle for Redemption,PG-13,1/17/12,Action,English,"$5,000,000.00 ",-,106
The Youngest Sister-in-law,19+,12/8/19,Romance,Status,Original,-,70
The Postcard Killings,NC-17,3/13/20,Drama,English,-,-,101
A-X-L,PG-13,8/24/18,Science Fiction,English,"$10,000,000.00 ",-,98
Freaks,R,9/13/19,Science Fiction,English,-,"$333,593.00 ",105
Home Alone 4,PG,12/17/02,Comedy,English,-,-,84
Jungle,M,6/27/17,Adventure,English,-,"$1,906,640.00 ",115
Johnny English,PG,4/6/03,Adventure,English,"$40,000,000.00 ","$160,583,018.00 ",88
Home Team,PG,1/28/22,Family,English,-,-,95
Bosomy Tae-hee,19+,2/27/20,Romance,태희,Released,-,79
Tremors 2: Aftershocks,PG-13,4/9/96,Action,English,"$4,000,000.00 ",-,100
Astro Boy,PG,10/23/09,Animation,English,"$10,000,000.00 ","$19,551,067.00 ",94
Love Me  Love Me Not,ALL,9/18/20,Animation,Released,Language,-,103
Rise,PG,6/23/22,Drama,English,-,-,113
Private Lessons,R,8/26/81,Comedy,English,"$2,800,000.00 ","$26,279,000.00 ",87
Les Têtes givrées,,2/8/23,Comedy,French,-,-,102
Superwho?,12,2/2/22,Comedy,lui,Released,"$7,375,119.00 ",82
The Water Horse,PG,1/10/08,Family,English,"$40,000,000.00 ","$103,071,443.00 ",112
The Devil Conspiracy,R,1/13/23,Horror,English,-,-,111
Mrs. Doubtfire,PG-13,5/19/94,Comedy,English,"$25,000,000.00 ","$441,286,195.00 ",125
Raavanan,,6/18/10,Action,Released,Language,"$9,700,000.00 ",134
Y Tu Mamá También,C,6/8/01,Drama,mamá,Status,"$33,616,692.00 ",106
Alien Resurrection,R,11/26/97,Science Fiction,English,"$70,000,000.00 ","$162,000,000.00 ",109
The Loft,R,1/30/15,Thriller,English,"$14,000,000.00 ","$10,076,790.00 ",108
Catherine Called Birdy,PG13,10/7/22,Adventure,English,-,-,108
Obsession,18,6/4/15,Romance,Released,Language,-,100
Pineapple Express,R,8/6/08,Action,English,"$27,000,000.00 ","$101,624,843.00 ",111
An Egg-celent movie,,4/21/06,Animation,de,Status,-,90
Sweet Sex and Love,청소년 관람불가,6/27/03,Romance,그리고,Status,-,85
Hot Shots! Part Deux,PG-13,5/21/93,Action,English,"$25,000,000.00 ","$133,752,825.00 ",86
Moonraker,PG,6/27/79,Action,English,"$34,000,000.00 ","$210,308,099.00 ",126
Dragons: Gift of the Night Fury,G,11/15/11,Animation,English,-,-,
Scooby-Doo! Shaggy's Showdown,PG,2/14/17,Animation,English,-,-,80
Night in Paradise,18,4/9/21,Crime,Status,Original,-,131
Merry Madagascar,PG,11/16/09,Family,English,-,-,
Maya the Bee: The Golden Orb,G,1/7/21,Adventure,English,-,-,88
Drive Angry,R,2/24/11,Fantasy,English,"$50,000,000.00 ","$40,909,909.00 ",105
The Last of the Mohicans,R,9/25/92,Action,English,"$40,000,000.00 ","$75,505,856.00 ",112
The Right to Read,,2/9/23,Documentary,English,-,-,80
Planet Hulk,PG-13,2/2/10,Science Fiction,English,-,"$7,000,000.00 ",81
Return to Never Land,G,3/28/02,Adventure,English,"$20,000,000.00 ","$109,862,682.00 ",72
Ball Red Daughter-in-law,,10/16/20,Drama,Status,Original,-,71
Jan Dara: The Finale,R21,7/18/13,Drama,Status,Original,-,138
Christmas Full of Grace,M18,11/30/22,Romance,Cheio,Graça,-,104
Trainspotting,18,2/23/96,Drama,English,"$4,000,000.00 ","$16,491,080.00 ",94
Animal Kingdom: Let's Go Ape,U,4/8/15,Adventure,pas,mon,"$16,294,916.00 ",100
Elemental,6,6/15/23,Animation,Language,Budget,-,
Wish Upon,PG-13,7/14/17,Horror,English,"$12,000,000.00 ","$14,301,505.00 ",90
Perras,,3/4/11,Thriller,Spanish;,Budget,-,100
[REC]³ Genesis,16,3/30/12,Horror,Status,Original,"$11,019,975.00 ",80
Dark Waters,PG13,1/2/20,Drama,English,-,"$13,601,384.00 ",127
Hannah Montana: The Movie,G,3/26/09,Comedy,English,"$35,000,000.00 ","$155,545,279.00 ",102
Godzilla: The Planet Eater,G,11/9/18,Animation,Status,Original,-,91
My Friend's Sister 2,19+,8/10/18,Romance,Status,Original,-,90
The True Story of Puss 'n Boots,U,4/1/09,Family,histoire,Chat,-,82
Kwaidan,M/16,12/29/64,Fantasy,Released,Language,-,183
Teen Titans Go! To the Movies,PG,7/27/18,Animation,English,"$10,000,000.00 ","$28,646,544.00 ",85
Princess Protection Program,G,6/26/09,Family,English,-,-,89
Fracture,PG,4/19/07,Thriller,English,"$10,000,000.00 ","$91,354,215.00 ",113
Herbie Fully Loaded,G,9/1/05,Comedy,English,"$50,000,000.00 ","$144,146,816.00 ",100
Colossal,R,4/7/17,Drama,English,-,"$3,029,287.00 ",109
The Art of Racing in the Rain,PG,8/8/19,Drama,English,"$18,000,000.00 ","$33,766,787.00 ",109
Disobedience,15,11/30/18,Drama,English,"$6,000,000.00 ",-,114
Cruel Intentions,R,3/5/99,Drama,English,"$10,500,000.00 ","$76,347,426.00 ",98
I Can Only Imagine,PG,3/16/18,Music,English,"$7,000,000.00 ","$86,026,201.00 ",110
Pooh's Heffalump Movie,G,2/11/05,Family,English,"$20,000,000.00 ","$52,900,000.00 ",68
tick  tick... BOOM!,M18,11/19/21,Drama,English,-,-,
The Exorcist III,R,8/17/90,Horror,English,"$9,300,000.00 ","$39,024,251.00 ",110
Dennis the Menace,PG,6/23/93,Family,English,"$35,000,000.00 ","$117,270,765.00 ",94
Death Proof,R,6/20/07,Action,English,"$25,000,000.00 ","$31,126,421.00 ",113
Godzilla Against MechaGodzilla,PG,11/2/02,Action,Released,Language,"$16,000,000.00 ",88
Lady and the Tramp,PG,11/12/19,Family,English,-,-,111
A Bad Moms Christmas,R,11/1/17,Comedy,English,"$28,000,000.00 ","$130,560,428.00 ",104
Just Mercy,PG-13,12/25/19,Drama,English,"$25,000,000.00 ","$50,401,502.00 ",137
The Possession of Hannah Grace,R,11/30/18,Horror,English,"$9,500,000.00 ","$43,016,528.00 ",86
The Privilege,R21,2/9/22,Horror,-,Auserwählten,-,107
Secret Magic Control Agency,PG,3/25/21,Animation,и,Магии,-,104
The Other Side of Heaven 2: Fire of Faith,,6/28/19,Drama,English,-,-,110
Winnie the Pooh: A Valentine for You,G,2/12/99,Animation,English,-,-,
The Anthem of the Heart,PG,9/19/15,Animation,Released,Language,"$8,852,989.00 ",119
TMNT,PG,3/23/07,Adventure,English,"$34,000,000.00 ","$95,608,995.00 ",87
Sin Nombre,R,3/20/09,Drama,Status,Original,"$5,102,705.00 ",96
Unforgiven,R,8/7/92,Western,English,"$14,400,000.00 ","$159,157,447.00 ",130
The Game,R,11/6/97,Drama,English,"$50,000,000.00 ","$109,423,648.00 ",129
Mortal Kombat: Annihilation,PG-13,11/21/97,Action,English,"$30,000,000.00 ","$51,376,861.00 ",95
Naruto ga Hokage Ni Natta Hi,,7/6/16,Animation,Released,Language,-,
For a Few Dollars More,R,12/18/65,Western,dollaro,più,"$15,000,000.00 ",132
Cruel Fixation,,10/10/19,Thriller,English,-,-,90
My Wife's New Mom,19+,6/26/17,Drama,의,엄마,-,81
Revolutionary Road,R,12/19/08,Drama,English,"$35,000,000.00 ","$75,981,180.00 ",119
The Graduate,PG,12/21/67,Comedy,English,"$3,000,000.00 ","$104,945,305.00 ",106
Planet Terror,R,4/6/07,Horror,English,-,-,105
Carlito's Way,M18,9/13/05,Crime,English,"$30,000,000.00 ","$63,848,322.00 ",144
Grudge,16+,10/8/21,Thriller,Released,Language,-,104
A Cure for Wellness,R,2/17/17,Horror,English,"$40,000,000.00 ","$26,620,002.00 ",146
Lady and the Tramp II: Scamp's Adventure,G,3/24/01,Family,English,-,-,69
Happy Pills,,2/8/23,Documentary,French,-,-,81
Purpose of Cohabitation,19+,3/7/16,Romance,Status,Original,-,83
American Pie: Revealed,,1/2/04,Documentary,English,-,-,213
Hitch,PG-13,2/11/05,Comedy,English,"$70,000,000.00 ","$368,100,420.00 ",118
90 Minutes in Heaven,PG-13,9/11/15,Drama,English,"$5,000,000.00 ","$4,842,699.00 ",121
The Vatican Tapes,R,7/24/15,Thriller,English,"$13,000,000.00 ","$1,784,763.00 ",91
The Man from U.N.C.L.E.,PG-13,9/3/15,Comedy,English,"$75,000,000.00 ","$108,145,109.00 ",116
Big Daddy,PG-13,6/25/99,Comedy,English,"$34,200,000.00 ","$234,801,895.00 ",93
Dumb and Dumberer: When Harry Met Lloyd,PG-13,6/13/03,Comedy,English,"$19,000,000.00 ","$39,267,515.00 ",85
Fallen Angels,15,9/6/95,Action,Released,Language,-,98
Pocahontas II: Journey to a New World,G,8/4/98,Family,English,-,-,72
Warm Bodies,PG-13,3/14/13,Horror,English,"$35,000,000.00 ","$116,980,662.00 ",97
Holiday Harmony,PG,11/24/22,Romance,English,-,-,111
Wild Tales,16,8/21/14,Drama,Status,Original,"$27,007,072.00 ",122
Jan Dara: The Beginning,R21,9/13/12,Drama,Status,Original,-,137
Downsizing,R,12/22/17,Comedy,English,"$68,000,000.00 ","$55,003,890.00 ",135
Barbie in 'A Christmas Carol',G,11/4/08,Animation,English,-,"$4,496,912.00 ",76
Bantú Mama,,11/17/22,Drama,French,-,-,77
Rape Zombie: Lust of the Dead 3,,3/23/13,Horror,OF,DEAD,-,68
Voyage,L,2/7/23,Documentary,Portuguese,$10.00 ,-,
Ocean's Thirteen,PG-13,6/7/07,Crime,English,"$85,000,000.00 ","$311,312,624.00 ",122
National Treasure: Book of Secrets,PG,12/13/07,Action,English,"$130,000,000.00 ","$459,242,249.00 ",124
Suspiria,R,2/1/77,Horror,Italian,-,"$2,884,265.00 ",99
Friday the 13th Part VI: Jason Lives,R,8/1/86,Horror,English,"$3,000,000.00 ","$19,472,057.00 ",87
The Pink Panther,PG,2/16/06,Comedy,English,"$65,000,000.00 ","$158,851,357.00 ",93
Dos más dos,,3/31/22,Comedy,Spanish;,Budget,-,
Pokémon: The First Movie,G,7/18/98,Animation,Status,Original,"$163,644,662.00 ",85
From Hell,18,10/29/01,Horror,English,"$35,000,000.00 ","$74,558,115.00 ",122
Brahms: The Boy II,PG13,2/20/20,Horror,English,"$10,000,000.00 ","$20,311,536.00 ",86
Good Boys,NC16,9/12/19,Comedy,English,"$20,000,000.00 ","$111,037,232.00 ",89
Open Season 2,PG,1/27/09,Adventure,English,-,"$8,700,000.00 ",76
Waiting for Bojangles,M18,4/7/22,Drama,Bojangles,Released,-,124
Killing Gunther,R,9/22/17,Action,English,-,-,93
The House That Jack Built,M18,10/21/18,Drama,English,"$9,800,000.00 ","$5,566,776.00 ",152
How High,R,12/21/01,Comedy,English,"$12,000,000.00 ","$31,155,435.00 ",93
Crimes of Passion,R,10/19/84,Crime,English,-,-,107
Big Momma's House,PG-13,5/31/00,Crime,English,"$30,000,000.00 ","$173,959,438.00 ",98
Into the Wild,R,9/21/07,Adventure,English,"$15,000,000.00 ","$56,255,142.00 ",148
The Founder,PG-13,1/20/17,Drama,English,"$15,000,000.00 ","$24,121,245.00 ",115
I Am Sam,PG-13,12/28/01,Drama,English,"$22,000,000.00 ","$92,542,418.00 ",132
The Wild Thornberrys Movie,PG,12/20/02,Animation,English,"$35,000,000.00 ",-,85
Emmanuelle in Hong Kong,,6/6/03,Drama,Released,Language,-,95
Meet the Spartans,PG-13,1/24/08,Comedy,English,"$30,000,000.00 ","$85,897,593.00 ",84
Chaos,R,1/17/05,Drama,English,"$30,000,000.00 ","$7,000,000.00 ",106
The Other Woman,PG-13,4/16/14,Comedy,English,"$40,000,000.00 ","$196,781,193.00 ",109
Hot Fuzz,15,2/14/07,Crime,English,"$12,000,000.00 ","$80,573,774.00 ",121
Crimson Tide,R,5/12/95,Thriller,English,"$53,000,000.00 ","$157,387,195.00 ",116
One Piece: Strong World,PG-13,12/12/09,Animation,ストロングワールド,Released,"$53,000,000.00 ",114
Red Riding Hood,PG-13,3/11/11,Fantasy,English,"$42,000,000.00 ","$89,162,162.00 ",100
S.W.A.T.,,12/29/19,Action,Released,Language,-,
Kung Fu Jungle,IIB,10/31/14,Action,Released,Language,"$129,115.00 ",100
A Classic Horror Story,M18,7/14/21,Horror,Italian,-,-,95
Borat Subsequent Moviefilm,M18,10/23/20,Comedy,English,-,-,96
Tangled: Before Ever After,G,3/10/17,Adventure,English,-,-,
Dracula Untold,PG-13,10/3/14,Horror,English,"$70,000,000.00 ","$217,124,280.00 ",92
Shame,18A,12/2/11,Drama,English,"$6,500,000.00 ","$3,909,002.00 ",102
Below Zero,M18,1/29/21,Action,Released,Language,-,106
Rosemary's Baby,18A,6/12/68,Drama,English,"$3,200,000.00 ","$33,395,426.00 ",138
R BnB,,2/8/23,Thriller,English,-,-,
Game of Thrones: The Last Watch,16,5/26/19,Documentary,English,-,-,115
Blood Vessel,MA15+,10/11/19,Horror,English,-,-,93
The World Is Not Enough,12,11/26/99,Adventure,English,"$135,000,000.00 ","$361,832,400.00 ",128
The Heist of the Century,16,1/16/20,Comedy,del,Status,-,114
Cloudbusting,,2/7/23,Mystery,Released,Language,-,
Three Billboards Outside Ebbing  Missouri,R,1/25/18,Crime,English,"$15,000,000.00 ","$160,192,031.00 ",115
Instant Family,NC16,1/10/19,Comedy,English,"$48,000,000.00 ","$120,989,656.00 ",118
Pelé: Birth of a Legend,PG,5/6/16,Drama,English,-,"$27,312.00 ",107
Bleeding Steel,R,12/22/17,Action,Released,Language,-,109
Sex and Death 101,R,6/15/07,Comedy,English,$5.00 ,$1.00 ,100
Fien & Teun Gaan Kamperen,,2/8/23,Animation,English,-,-,
A Fistful of Dollars,T,9/12/64,Western,pugno,dollari,"$14,500,000.00 ",99
We Are the Nobles,PG-13,3/28/13,Comedy,nobles,Released,"$26,433,651.00 ",108
Baby's Day Out,PG,7/1/94,Family,English,"$50,000,000.00 ","$16,671,505.00 ",99
Romeo Must Die,R,3/22/00,Action,English,"$25,000,000.00 ","$91,036,760.00 ",115
Epic Movie,PG-13,1/26/07,Comedy,English,"$20,000,000.00 ","$86,865,564.00 ",85
The Fourth Kind,PG-13,11/6/09,Mystery,English,"$10,000,000.00 ","$47,709,193.00 ",98
Meet the Fockers,PG-13,12/30/04,Comedy,English,"$80,000,000.00 ","$516,642,939.00 ",115
Scars,,9/16/05,Drama,Released,Language,-,105
Don't Stop My Crazy Love for You,III,4/28/93,Thriller,Released,Language,-,83
Buzz Lightyear of Star Command: The Adventure Begins,G,8/8/00,Animation,English,-,-,70
Behind Enemy Lines,PG-13,11/5/05,Action,English,"$40,000,000.00 ","$91,753,202.00 ",106
Midnight in Paris,PG-13,10/13/11,Fantasy,English,"$17,000,000.00 ","$151,119,219.00 ",94
Ben 10: Secret of the Omnitrix,PG,8/10/07,Animation,English,-,-,71
I Spit on Your Grave,R,11/22/78,Horror,the,Status,-,101
Gran Torino,R,12/9/08,Drama,English,"$33,000,000.00 ","$269,958,228.00 ",116
Doraemon: Nobita and the New Steel Troops: Winged Angels,G,3/5/11,Animation,Status,Original,-,108
3 Days to Kill,PG-13,2/27/14,Action,English,"$28,000,000.00 ","$52,597,999.00 ",113
Married Women: Husband Change,19+,1/23/20,Romance,바꾸기,Released,-,71
Kickboxer: Retaliation,18+,1/26/18,Action,English,"$13,000,000.00 ","$4,537.00 ",110
The Judge,R,10/10/14,Drama,English,"$50,000,000.00 ","$83,719,388.00 ",141
Suicide Squad: Hell to Pay,R,3/23/18,Science Fiction,English,-,-,86
Exorcist II: The Heretic,R,6/17/77,Drama,English,"$14,000,000.00 ","$30,749,142.00 ",118
Bridget Jones's Diary,15,7/26/01,Comedy,English,"$25,000,000.00 ","$281,929,795.00 ",97
Flavors of Youth,PG-13,8/4/18,Animation,Released,Language,"$496,334.00 ",74
Another Egg and Chicken Movie,AA,4/20/09,Animation,de,y,-,100
Crouching Tiger  Hidden Dragon,PG-13,7/6/00,Adventure,Released,Language,"$213,525,736.00 ",
Dragon Blade,R,2/19/15,Adventure,Released,Language,"$121,545,703.00 ",127
Citizen Kane,PG,5/6/41,Mystery,English,"$839,727.00 ","$23,218,000.00 ",119
Resurrection,R,7/29/22,Thriller,English,-,-,103
Troll Hunter,12,10/29/10,Fantasy,Released,Language,"$4,159,678.00 ",103
Paranormal Activity: Tokyo Night,10,11/20/10,Horror,TOKYO,Status,"$4,160,000.00 ",91
Escape from Pretoria,PG,7/13/20,Drama,English,-,-,102
The Lord of the Rings,PG,11/15/78,Adventure,English,"$4,000,000.00 ","$30,471,420.00 ",132
Apollo 13,PG,6/30/95,History,English,"$52,000,000.00 ","$355,237,933.00 ",140
Jesus,G,10/19/79,Drama,English,-,-,117
High School Musical 2,G,8/17/07,Comedy,English,-,"$7,000,000.00 ",111
The One,PG-13,11/2/01,Action,English,"$49,000,000.00 ","$72,689,126.00 ",87
Stitch! The Movie,G,8/26/03,Comedy,English,-,-,
A.I. Artificial Intelligence,PG-13,9/6/01,Drama,English,"$100,000,000.00 ","$235,926,552.00 ",146
Louise et la légende du serpent à plumes,,2/8/23,Animation,French,-,-,
Romeo and Juliet,PG,9/25/68,Drama,English,-,"$38,901,218.00 ",138
It's Just a Parcel,12,2/8/23,Comedy,English,-,-,
Believe Me: The Abduction of Lisa McVey,PG-13,9/30/18,Drama,English,-,-,98
The Girl Next Door,R,10/3/07,Thriller,English,-,-,91
Jurassic World Camp Cretaceous: Hidden Adventure,NC16,11/15/22,Action,English,-,-,
Marley & Me,PG,12/25/08,Comedy,English,"$60,000,000.00 ","$255,743,093.00 ",115
Around the World in 80 Days,PG,6/17/04,Action,English,"$110,000,000.00 ","$72,178,895.00 ",
Soul Surfer,PG,4/8/11,Family,English,"$18,000,000.00 ","$47,088,990.00 ",112
Romeo + Juliet,PG-13,11/1/96,Drama,English,"$14,500,000.00 ","$147,298,761.00 ",
Copshop,M18,1/14/22,Thriller,English,-,"$6,807,158.00 ",107
Diary of a Wimpy Kid: The Long Haul,PG,5/19/17,Comedy,English,"$22,000,000.00 ","$40,120,144.00 ",91
Invasion,B,1/1/20,Science Fiction,Released,Language,"$32,104,054.00 ",129
Mowgli: Legend of the Jungle,PG13,12/7/18,Adventure,English,"$175,000,000.00 ",-,105
The Sorcerer and the White Snake,PG-13,10/6/11,Action,Released,Language,-,100
Sex Drive,R,10/17/08,Comedy,English,"$19,000,000.00 ","$18,755,936.00 ",109
A Frozen Flower,18,12/30/08,Drama,Released,Language,"$18,980,744.00 ",133
The Little Rascals,PG,8/5/94,Romance,English,-,"$67,308,282.00 ",82
Malcolm X,PG-13,11/18/92,Drama,English,"$34,000,000.00 ","$48,169,908.00 ",202
Spread,R,1/17/09,Comedy,English,-,"$12,035,862.00 ",97
I Used to Be Famous,15,9/9/22,Comedy,English,-,-,104
An American Tail: Fievel Goes West,G,11/21/91,Adventure,English,-,"$40,766,041.00 ",75
Promising Young Woman,NC16,3/4/21,Thriller,English,-,"$13,868,965.00 ",114
Shaft,M18,6/28/19,Action,English,"$30,000,000.00 ","$21,360,215.00 ",111
The Power of the Dog,R21,12/1/21,Western,English,-,-,128
House of the Witch,16,10/7/17,Horror,English,-,-,90
Ghost Ship,R,12/5/02,Horror,English,"$35,000,000.00 ","$68,349,884.00 ",91
The Grudge,NC16,1/2/20,Horror,English,"$10,000,000.00 ","$42,800,000.00 ",93
My Friend's Older Sister,19+,3/10/16,Romance,Released,Language,-,96
Trust Me U Die,II B (香港),1/21/98,Horror,Released,Language,-,94
Pom Poko,G,7/16/94,Adventure,Released,Language,-,119
Entrails of a Beautiful Woman,,9/23/86,Horror,Released,Language,-,68
It’s Your Fault That My Heart Beats,,6/4/21,Romance,Released,Language,-,104
The Raffle,T,11/15/91,Drama,Status,Original,-,93
Roujin Z,,9/14/91,Animation,Released,Language,-,80
One Piece: Baron Omatsuri and the Secret Island,12,3/5/05,Action,movie,Status,"$10,494,545.00 ",92
13 Minutes,PG-13,10/29/21,Action,English,-,"$67,413.00 ",109
Young & Beautiful,U,8/21/13,Drama,Jolie,Released,"$9,757,417.00 ",95
Paranormal Activity 4,R,10/25/12,Horror,English,"$5,000,000.00 ","$142,817,992.00 ",97
Paul Blart: Mall Cop,PG,1/15/09,Action,English,"$26,000,000.00 ","$183,293,131.00 ",91
The Shadow in My Eye,NC16,3/9/22,War,mit,Status,-,107
Epic Tails,U,1/25/23,Animation,la,de,-,96
The Nun,R,11/3/05,Horror,Status,Original,-,101
Berserk: The Golden Age Arc II - The Battle for Doldrey,R,6/23/12,Action,ドルドレイ攻略,Released,-,98
The Dark and the Wicked,U,11/6/20,Horror,English,-,"$289,157.00 ",95
Mickey's Tale of Two Witches,G,10/8/21,Animation,English,-,-,
Tomorrow is Today,M18,12/2/22,Comedy,hoy,Released,-,108
Don't Kill It,18,3/3/17,Fantasy,English,"$3,500,000.00 ",-,93
The Trip,R21,10/15/21,Action,dager,Released,-,115
Beverly Hills Cop III,R,5/24/94,Action,English,"$50,000,000.00 ","$119,208,989.00 ",105
